100,40,0
"[14.106794908648283, 107.27911510093867]","[52.28910881301802, 127.22313796391232]","[0, 110]","[10, 99]","[20, 95]","[30, 101]","[40, 110]","[50, 100]","[60, 100]","[70, 121]"
"[13.863580103666576, 106.2314381567293]","[52.68301031054204, 123.23929574761866]","[0, 101]","[10, 99]","[20, 95]","[30, 100]","[40, 114]","[50, 99]","[60, 97]","[70, 117]"
"[14.87608323060312, 102.33850542406236]","[52.46692297018031, 126.23824310690321]","[0, 113]","[10, 100]","[20, 97]","[30, 96]","[40, 113]","[50, 103]","[60, 96]","[70, 120]"
"[14.319162458621237, 104.27757863840837]","[52.24872063087771, 127.21750893926249]","[0, 105]","[10, 98]","[20, 98]","[30, 98]","[40, 111]","[50, 102]","[60, 96]","[70, 121]"
"[14.319162458621237, 104.27757863840837]","[52.0285408027976, 128.19644294710668]","[0, 105]","[10, 99]","[20, 97]","[30, 98]","[40, 110]","[50, 98]","[60, 98]","[70, 122]"
"[14.241924398095751, 104.2659379406135]","[52.72221211330701, 125.26404332013911]","[0, 106]","[10, 97]","[20, 96]","[30, 98]","[40, 112]","[50, 105]","[60, 99]","[70, 119]"
"[14.581241935722666, 103.30568434206442]","[52.323533892246815, 125.20840644881933]","[0, 110]","[10, 99]","[20, 96]","[30, 97]","[40, 110]","[50, 98]","[60, 98]","[70, 119]"
"[14.203019475185723, 104.26004846596487]","[52.82215773408995, 122.24902544239858]","[0, 107]","[10, 94]","[20, 97]","[30, 98]","[40, 111]","[50, 101]","[60, 99]","[70, 116]"
"[14.395652140937608, 104.28905466211161]","[52.56287077132415, 123.22235631810271]","[0, 109]","[10, 97]","[20, 97]","[30, 98]","[40, 108]","[50, 101]","[60, 98]","[70, 117]"
"[14.366672249933297, 106.30663931973929]","[52.74205830445645, 124.25725716630339]","[0, 111]","[10, 101]","[20, 96]","[30, 100]","[40, 113]","[50, 99]","[60, 102]","[70, 118]"
"[14.692990963623032, 103.322301446657]","[52.200345738920184, 125.19095339877727]","[0, 107]","[10, 105]","[20, 96]","[30, 97]","[40, 109]","[50, 98]","[60, 96]","[70, 119]"
"[14.029631353319285, 107.26765877193368]","[52.506654280424534, 126.2437537322156]","[0, 109]","[10, 98]","[20, 95]","[30, 101]","[40, 112]","[50, 100]","[60, 101]","[70, 120]"
"[14.46428394358718, 102.27680101824153]","[52.80150461561795, 123.25589117385067]","[0, 108]","[10, 94]","[20, 97]","[30, 96]","[40, 114]","[50, 102]","[60, 97]","[70, 117]"
"[14.655921427908488, 103.31680246770208]","[52.039028110887834, 130.2171493651349]","[0, 109]","[10, 103]","[20, 95]","[30, 97]","[40, 114]","[50, 98]","[60, 99]","[70, 124]"
"[14.131569998275525, 105.26060720402991]","[52.364212023198235, 125.21414250008421]","[0, 106]","[10, 97]","[20, 96]","[30, 99]","[40, 112]","[50, 101]","[60, 94]","[70, 119]"
"[14.319162458621237, 104.27757863840837]","[52.01334476172505, 129.20403535790751]","[0, 106]","[10, 99]","[20, 96]","[30, 98]","[40, 114]","[50, 100]","[60, 94]","[70, 123]"
"[14.215212003250594, 106.28425559358865]","[52.14253018397062, 126.19276228471065]","[0, 111]","[10, 100]","[20, 93]","[30, 100]","[40, 109]","[50, 98]","[60, 97]","[70, 120]"
"[14.362115164214318, 105.29510463838659]","[52.961305648324945, 121.25875387912606]","[0, 108]","[10, 101]","[20, 96]","[30, 99]","[40, 112]","[50, 102]","[60, 98]","[70, 115]"
"[14.692990963623032, 103.322301446657]","[51.88970912682669, 129.186763431184]","[0, 107]","[10, 100]","[20, 101]","[30, 97]","[40, 110]","[50, 98]","[60, 97]","[70, 123]"
"[14.395652140937608, 104.28905466211161]","[52.44502678357452, 125.22549658660141]","[0, 108]","[10, 100]","[20, 95]","[30, 98]","[40, 113]","[50, 100]","[60, 96]","[70, 119]"
"[14.352825826958428, 103.27133384528004]","[52.66290407482874, 122.22654214659988]","[0, 104]","[10, 99]","[20, 96]","[30, 97]","[40, 111]","[50, 97]","[60, 99]","[70, 116]"
"[14.275195785652718, 103.25954201258953]","[52.48514940691355, 125.23111443616156]","[0, 103]","[10, 98]","[20, 96]","[30, 97]","[40, 110]","[50, 104]","[60, 96]","[70, 119]"
"[14.620761959552187, 104.32248816560343]","[52.74205830445645, 124.25725716630339]","[0, 110]","[10, 100]","[20, 99]","[30, 98]","[40, 110]","[50, 105]","[60, 99]","[70, 118]"
"[14.324151685971653, 105.28946002675737]","[52.72268555127959, 123.24486523876888]","[0, 108]","[10, 100]","[20, 96]","[30, 99]","[40, 111]","[50, 103]","[60, 97]","[70, 117]"
"[14.802825065184928, 102.32765118491086]","[52.41372301362336, 129.25914033987436]","[0, 107]","[10, 103]","[20, 98]","[30, 96]","[40, 115]","[50, 100]","[60, 103]","[70, 123]"
"[14.802521007958438, 101.31652942774697]","[52.15122675707719, 128.2135866273326]","[0, 107]","[10, 99]","[20, 99]","[30, 95]","[40, 112]","[50, 99]","[60, 98]","[70, 122]"
"[14.616570250717503, 102.29981716503113]","[52.329354753455604, 127.22873379712615]","[0, 105]","[10, 100]","[20, 98]","[30, 96]","[40, 111]","[50, 101]","[60, 99]","[70, 121]"
"[14.433623277427989, 104.29472886936279]","[52.30619699231084, 126.21581453513788]","[0, 107]","[10, 98]","[20, 99]","[30, 98]","[40, 110]","[50, 99]","[60, 99]","[70, 120]"
"[14.69437768011493, 104.33331406535339]","[52.46332314565356, 124.21822526246204]","[0, 110]","[10, 104]","[20, 97]","[30, 98]","[40, 113]","[50, 97]","[60, 97]","[70, 118]"
"[14.54363088982863, 103.30006390037889]","[52.78261683326007, 122.24346285713285]","[0, 107]","[10, 97]","[20, 100]","[30, 97]","[40, 112]","[50, 99]","[60, 99]","[70, 116]"
"[14.28063861801552, 104.27178033708034]","[52.70263102675744, 126.2707548229192]","[0, 107]","[10, 97]","[20, 96]","[30, 98]","[40, 115]","[50, 103]","[60, 100]","[70, 120]"
"[14.131569998275525, 105.26060720402991]","[52.663309334361486, 124.2462935096548]","[0, 104]","[10, 100]","[20, 95]","[30, 99]","[40, 112]","[50, 100]","[60, 100]","[70, 118]"
"[14.72988746763524, 103.32776102378715]","[52.059581615001704, 126.18099654917609]","[0, 114]","[10, 97]","[20, 98]","[30, 97]","[40, 108]","[50, 99]","[60, 95]","[70, 120]"
"[14.650696640833708, 100.28210900896312]","[52.159755027944364, 130.23374165073696]","[0, 102]","[10, 100]","[20, 96]","[30, 94]","[40, 112]","[50, 101]","[60, 101]","[70, 124]"
"[13.852716178425984, 109.26329560887928]","[52.6236617248925, 124.24075564936523]","[0, 105]","[10, 100]","[20, 98]","[30, 103]","[40, 110]","[50, 101]","[60, 100]","[70, 118]"
"[14.399892606925881, 105.30070832343742]","[51.3879332515337, 132.14572818268206]","[0, 111]","[10, 99]","[20, 96]","[30, 99]","[40, 108]","[50, 92]","[60, 100]","[70, 126]"
"[14.474917657358503, 105.31179571621863]","[52.64314819615534, 123.23368947302959]","[0, 110]","[10, 102]","[20, 96]","[30, 99]","[40, 113]","[50, 98]","[60, 98]","[70, 117]"
"[14.502631894410579, 102.28261828579299]","[52.1917877178713, 128.21922660294672]","[0, 110]","[10, 94]","[20, 96]","[30, 96]","[40, 113]","[50, 100]","[60, 97]","[70, 122]"
"[14.512165870178794, 105.31728010736747]","[52.52511294761758, 125.2366992666605]","[0, 112]","[10, 100]","[20, 97]","[30, 99]","[40, 114]","[50, 100]","[60, 97]","[70, 119]"
"[13.735112215586286, 109.24585092578806]","[52.299990821501744, 124.19505701629058]","[0, 103]","[10, 99]","[20, 98]","[30, 103]","[40, 106]","[50, 101]","[60, 96]","[70, 118]"
"[14.433623277427989, 104.29472886936279]","[52.52511294761758, 125.2366992666605]","[0, 110]","[10, 99]","[20, 95]","[30, 98]","[40, 112]","[50, 100]","[60, 99]","[70, 119]"
"[14.138386136904437, 106.27281720977993]","[52.762174228542456, 123.25039496766688]","[0, 106]","[10, 98]","[20, 98]","[30, 100]","[40, 114]","[50, 100]","[60, 98]","[70, 117]"
"[14.35750112916052, 104.28333059458954]","[52.503680193310835, 124.22391593489078]","[0, 107]","[10, 98]","[20, 97]","[30, 98]","[40, 111]","[50, 99]","[60, 98]","[70, 118]"
"[14.075685128397287, 108.2853578611168]","[52.663309334361486, 124.2462935096548]","[0, 109]","[10, 102]","[20, 95]","[30, 102]","[40, 116]","[50, 99]","[60, 97]","[70, 118]"
"[14.196799460376356, 103.24757309565454]","[52.44502678357452, 125.22549658660141]","[0, 105]","[10, 97]","[20, 93]","[30, 97]","[40, 114]","[50, 99]","[60, 96]","[70, 119]"
"[13.99076781699887, 107.2618619357517]","[52.8406373442521, 123.26134338692798]","[0, 104]","[10, 99]","[20, 98]","[30, 101]","[40, 113]","[50, 103]","[60, 98]","[70, 117]"
"[14.319162458621237, 104.27757863840837]","[52.09488736811433, 129.21536096679424]","[0, 107]","[10, 99]","[20, 95]","[30, 98]","[40, 113]","[50, 102]","[60, 95]","[70, 123]"
"[14.54363088982863, 103.30006390037889]","[52.11052428753377, 128.20791380101096]","[0, 109]","[10, 100]","[20, 95]","[30, 97]","[40, 110]","[50, 99]","[60, 99]","[70, 122]"
"[14.616570250717503, 102.29981716503113]","[52.4269910033218, 126.23268952925491]","[0, 109]","[10, 98]","[20, 96]","[30, 96]","[40, 114]","[50, 100]","[60, 97]","[70, 120]"
"[14.54363088982863, 103.30006390037889]","[52.58385609186771, 124.23518191590304]","[0, 106]","[10, 98]","[20, 100]","[30, 97]","[40, 112]","[50, 102]","[60, 96]","[70, 118]"
"[14.433623277427989, 104.29472886936279]","[52.64314819615534, 123.23368947302959]","[0, 106]","[10, 102]","[20, 96]","[30, 98]","[40, 111]","[50, 101]","[60, 97]","[70, 117]"
"[14.505840365269066, 103.29440212891534]","[52.503680193310835, 124.22391593489078]","[0, 104]","[10, 99]","[20, 100]","[30, 97]","[40, 112]","[50, 101]","[60, 95]","[70, 118]"
"[14.286004508358587, 105.28377736258243]","[51.902393199664694, 131.20777061102567]","[0, 104]","[10, 99]","[20, 100]","[30, 99]","[40, 111]","[50, 101]","[60, 98]","[70, 125]"
"[13.982501194162815, 106.24943403146746]","[52.208124333160704, 127.21183719585635]","[0, 106]","[10, 97]","[20, 95]","[30, 100]","[40, 111]","[50, 98]","[60, 99]","[70, 121]"
"[14.391360579918773, 103.27717033201327]","[52.46692297018031, 126.23824310690321]","[0, 107]","[10, 95]","[20, 98]","[30, 97]","[40, 110]","[50, 103]","[60, 99]","[70, 120]"
"[14.512165870178794, 105.31728010736747]","[52.503680193310835, 124.22391593489078]","[0, 112]","[10, 99]","[20, 98]","[30, 99]","[40, 110]","[50, 100]","[60, 98]","[70, 118]"
"[14.502631894410579, 102.28261828579299]","[52.34110969544206, 124.20091046778815]","[0, 106]","[10, 98]","[20, 96]","[30, 96]","[40, 109]","[50, 98]","[60, 97]","[70, 118]"
"[14.429707745774087, 103.28295316332299]","[52.68313104016914, 125.2586466032101]","[0, 104]","[10, 100]","[20, 97]","[30, 97]","[40, 114]","[50, 101]","[60, 100]","[70, 119]"
"[14.35750112916052, 104.28333059458954]","[52.26556693604255, 126.21011205523696]","[0, 106]","[10, 101]","[20, 95]","[30, 98]","[40, 114]","[50, 97]","[60, 96]","[70, 120]"
"[14.44133108576695, 106.31759197211333]","[51.90416507737718, 128.1789501378506]","[0, 110]","[10, 102]","[20, 98]","[30, 100]","[40, 111]","[50, 99]","[60, 93]","[70, 122]"
"[14.163931712644583, 104.25411953915697]","[51.820275965468525, 128.16707900033353]","[0, 102]","[10, 99]","[20, 96]","[30, 98]","[40, 108]","[50, 96]","[60, 97]","[70, 122]"
"[14.802218316322556, 100.30518365237083]","[51.91665128412974, 130.2002111798046]","[0, 105]","[10, 101]","[20, 96]","[30, 94]","[40, 114]","[50, 97]","[60, 97]","[70, 124]"
"[14.654180837437044, 102.30546578421519]","[52.28910881301802, 127.22313796391232]","[0, 106]","[10, 100]","[20, 98]","[30, 96]","[40, 114]","[50, 99]","[60, 97]","[70, 121]"
"[14.408230918136345, 107.32333966413889]","[52.15889852027054, 125.18505342228468]","[0, 112]","[10, 99]","[20, 101]","[30, 101]","[40, 107]","[50, 97]","[60, 98]","[70, 119]"
"[13.916219869446989, 103.20423681067598]","[52.4269910033218, 126.23268952925491]","[0, 98]","[10, 94]","[20, 96]","[30, 97]","[40, 112]","[50, 100]","[60, 99]","[70, 120]"
"[14.170458317990168, 105.26646330239586]","[52.323533892246815, 125.20840644881933]","[0, 110]","[10, 92]","[20, 98]","[30, 99]","[40, 109]","[50, 99]","[60, 98]","[70, 119]"
"[14.502631894410579, 102.28261828579299]","[52.323533892246815, 125.20840644881933]","[0, 105]","[10, 99]","[20, 96]","[30, 96]","[40, 110]","[50, 100]","[60, 96]","[70, 119]"
"[19.01842327260093, 106.88735879468418]","[52.059581615001704, 126.18099654917609]","[10, 97]","[20, 95]","[30, 100]","[40, 110]","[50, 96]","[60, 96]","[70, 120]"
"[19.361083285365527, 103.90676554016291]","[52.60311266643128, 123.22804422338551]","[10, 100]","[20, 96]","[30, 97]","[40, 113]","[50, 97]","[60, 98]","[70, 117]"
"[19.259228004690378, 104.90156487532352]","[52.35210588170985, 128.24139096734433]","[10, 99]","[20, 96]","[30, 98]","[40, 116]","[50, 102]","[60, 96]","[70, 122]"
"[14.319162458621237, 104.27757863840837]","[52.01334476172505, 129.20403535790751]","[0, 104]","[10, 97]","[20, 100]","[30, 98]","[40, 110]","[50, 99]","[60, 99]","[70, 123]"
"[19.735989609931952, 100.92944385158083]","[52.86151400263059, 122.2545496607812]","[10, 101]","[20, 100]","[30, 94]","[40, 114]","[50, 101]","[60, 97]","[70, 116]"
"[14.291301977945503, 106.2955270542725]","[52.05422066101299, 129.20971907061488]","[0, 108]","[10, 98]","[20, 100]","[30, 100]","[40, 109]","[50, 102]","[60, 98]","[70, 123]"
"[14.433623277427989, 104.29472886936279]","[52.48514940691355, 125.23111443616156]","[0, 109]","[10, 96]","[20, 99]","[30, 98]","[40, 109]","[50, 102]","[60, 99]","[70, 119]"
"[14.766606391544787, 103.33318023295247]","[52.208124333160704, 127.21183719585635]","[0, 112]","[10, 98]","[20, 100]","[30, 97]","[40, 110]","[50, 99]","[60, 99]","[70, 121]"
"[14.176891245998975, 106.27855723949196]","[52.38691727241955, 126.22710379300588]","[0, 106]","[10, 99]","[20, 98]","[30, 100]","[40, 111]","[50, 102]","[60, 97]","[70, 120]"
"[14.839540395195838, 102.33309782858952]","[52.78116600935931, 124.26268247555774]","[0, 112]","[10, 99]","[20, 98]","[30, 96]","[40, 115]","[50, 102]","[60, 98]","[70, 118]"
"[14.876478347990757, 101.32759691645195]","[52.506654280424534, 126.2437537322156]","[0, 112]","[10, 98]","[20, 97]","[30, 95]","[40, 113]","[50, 100]","[60, 100]","[70, 120]"
"[14.324151685971653, 105.28946002675737]","[52.6236617248925, 124.24075564936523]","[0, 105]","[10, 100]","[20, 99]","[30, 99]","[40, 114]","[50, 99]","[60, 98]","[70, 118]"
"[14.581241935722666, 103.30568434206442]","[52.64314819615534, 123.23368947302959]","[0, 106]","[10, 99]","[20, 100]","[30, 97]","[40, 109]","[50, 102]","[60, 98]","[70, 117]"
"[14.505840365269066, 103.29440212891534]","[52.4269910033218, 126.23268952925491]","[0, 107]","[10, 98]","[20, 98]","[30, 97]","[40, 113]","[50, 100]","[60, 98]","[70, 120]"
"[14.728860235191902, 102.3166398788961]","[52.4269910033218, 126.23268952925491]","[0, 110]","[10, 99]","[20, 97]","[30, 96]","[40, 114]","[50, 101]","[60, 96]","[70, 120]"
"[14.87608323060312, 102.33850542406236]","[52.364212023198235, 125.21414250008421]","[0, 113]","[10, 100]","[20, 97]","[30, 96]","[40, 111]","[50, 99]","[60, 97]","[70, 119]"
"[14.467866160239483, 103.2886989252545]","[52.68296883897588, 121.2193174864282]","[0, 105]","[10, 99]","[20, 98]","[30, 97]","[40, 108]","[50, 98]","[60, 99]","[70, 115]"
"[14.618671801562744, 103.31126422467722]","[52.68301031054204, 123.23929574761866]","[0, 109]","[10, 97]","[20, 100]","[30, 97]","[40, 112]","[50, 101]","[60, 97]","[70, 117]"
"[13.982501194162815, 106.24943403146746]","[52.70275526893015, 124.2517920476909]","[0, 105]","[10, 99]","[20, 94]","[30, 100]","[40, 114]","[50, 101]","[60, 98]","[70, 118]"
"[14.429707745774087, 103.28295316332299]","[52.42275748046966, 124.21249226242111]","[0, 104]","[10, 99]","[20, 98]","[30, 97]","[40, 110]","[50, 97]","[60, 99]","[70, 118]"
"[14.578776540063936, 102.29412670221352]","[52.82007738204865, 124.26806807890856]","[0, 108]","[10, 98]","[20, 96]","[30, 96]","[40, 113]","[50, 104]","[60, 99]","[70, 118]"
"[13.943053579350314, 106.24347691347359]","[52.56287077132415, 123.22235631810271]","[0, 101]","[10, 98]","[20, 98]","[30, 100]","[40, 111]","[50, 100]","[60, 96]","[70, 117]"
"[14.509017912123428, 104.3059532841905]","[52.70275526893015, 124.2517920476909]","[0, 110]","[10, 98]","[20, 98]","[30, 98]","[40, 110]","[50, 104]","[60, 99]","[70, 118]"
"[14.362115164214318, 105.29510463838659]","[52.56487283147206, 125.24224070767646]","[0, 109]","[10, 98]","[20, 98]","[30, 99]","[40, 114]","[50, 99]","[60, 99]","[70, 119]"
"[14.092489268563003, 105.25470746890922]","[52.52246592615005, 123.21663191366063]","[0, 106]","[10, 99]","[20, 93]","[30, 99]","[40, 112]","[50, 96]","[60, 98]","[70, 117]"
"[14.399892606925881, 105.30070832343742]","[52.37448877802651, 129.2537962911069]","[0, 109]","[10, 97]","[20, 100]","[30, 99]","[40, 115]","[50, 103]","[60, 99]","[70, 123]"
"[14.366672249933297, 106.30663931973929]","[52.2722908622615, 128.23038184705334]","[0, 109]","[10, 101]","[20, 98]","[30, 100]","[40, 113]","[50, 101]","[60, 98]","[70, 122]"
"[14.471411448849167, 104.30036163287762]","[52.0285408027976, 128.19644294710668]","[0, 108]","[10, 99]","[20, 98]","[30, 98]","[40, 112]","[50, 98]","[60, 96]","[70, 122]"
"[14.549231183992426, 105.32272482697923]","[53.12534554450343, 124.30988860262568]","[0, 114]","[10, 100]","[20, 96]","[30, 99]","[40, 117]","[50, 106]","[60, 101]","[70, 118]"
"[14.692990963623032, 103.322301446657]","[52.1353442001298, 129.22096026934605]","[0, 110]","[10, 101]","[20, 97]","[30, 97]","[40, 113]","[50, 101]","[60, 97]","[70, 123]"
"[14.549231183992426, 105.32272482697923]","[51.88970912682669, 129.186763431184]","[0, 113]","[10, 98]","[20, 99]","[30, 99]","[40, 106]","[50, 100]","[60, 99]","[70, 123]"
"[14.362115164214318, 105.29510463838659]","[52.4269910033218, 126.23268952925491]","[0, 106]","[10, 101]","[20, 98]","[30, 99]","[40, 113]","[50, 101]","[60, 97]","[70, 120]"
"[14.474917657358503, 105.31179571621863]","[52.76109482278676, 125.26940028966366]","[0, 109]","[10, 99]","[20, 100]","[30, 99]","[40, 116]","[50, 102]","[60, 99]","[70, 119]"
"[14.433623277427989, 104.29472886936279]","[52.762174228542456, 123.25039496766688]","[0, 106]","[10, 101]","[20, 97]","[30, 98]","[40, 113]","[50, 101]","[60, 98]","[70, 117]"
"[14.692990963623032, 103.322301446657]","[52.56487283147206, 125.24224070767646]","[0, 108]","[10, 101]","[20, 99]","[30, 97]","[40, 114]","[50, 99]","[60, 99]","[70, 119]"
"[14.655921427908488, 103.31680246770208]","[52.68301031054204, 123.23929574761866]","[0, 108]","[10, 101]","[20, 98]","[30, 97]","[40, 109]","[50, 100]","[60, 101]","[70, 117]"
"[14.362115164214318, 105.29510463838659]","[52.82007738204865, 124.26806807890856]","[0, 110]","[10, 98]","[20, 97]","[30, 99]","[40, 116]","[50, 100]","[60, 100]","[70, 118]"
"[14.215212003250594, 106.28425559358865]","[52.40471521454362, 125.21983864303142]","[0, 108]","[10, 99]","[20, 97]","[30, 100]","[40, 113]","[50, 99]","[60, 96]","[70, 119]"
"[14.546441685570317, 104.31150493354039]","[51.97232953306132, 129.19831861435233]","[0, 109]","[10, 101]","[20, 97]","[30, 98]","[40, 111]","[50, 98]","[60, 98]","[70, 123]"
"[14.616570250717503, 102.29981716503113]","[52.68301031054204, 123.23929574761866]","[0, 106]","[10, 101]","[20, 96]","[30, 96]","[40, 109]","[50, 102]","[60, 99]","[70, 117]"
"[14.766606391544787, 103.33318023295247]","[52.22474387743943, 126.20436914150238]","[0, 112]","[10, 101]","[20, 97]","[30, 97]","[40, 112]","[50, 96]","[60, 98]","[70, 120]"
"[14.092489268563003, 105.25470746890922]","[52.64314819615534, 123.23368947302959]","[0, 106]","[10, 97]","[20, 95]","[30, 99]","[40, 110]","[50, 101]","[60, 98]","[70, 117]"
"[14.765932176212907, 102.32216205398333]","[52.58385609186771, 124.23518191590304]","[0, 108]","[10, 99]","[20, 100]","[30, 96]","[40, 114]","[50, 98]","[60, 98]","[70, 118]"
"[14.362115164214318, 105.29510463838659]","[52.978519805164396, 122.27089374355079]","[0, 109]","[10, 99]","[20, 97]","[30, 99]","[40, 113]","[50, 103]","[60, 99]","[70, 116]"
"[14.505840365269066, 103.29440212891534]","[52.56487283147206, 125.24224070767646]","[0, 105]","[10, 100]","[20, 98]","[30, 97]","[40, 111]","[50, 102]","[60, 99]","[70, 119]"
"[14.131569998275525, 105.26060720402991]","[52.60449055282899, 125.24774991980709]","[0, 108]","[10, 95]","[20, 96]","[30, 99]","[40, 115]","[50, 100]","[60, 98]","[70, 119]"
"[14.429707745774087, 103.28295316332299]","[52.4269910033218, 126.23268952925491]","[0, 107]","[10, 98]","[20, 96]","[30, 97]","[40, 113]","[50, 102]","[60, 96]","[70, 120]"
"[14.075685128397287, 108.2853578611168]","[52.44502678357452, 125.22549658660141]","[0, 110]","[10, 99]","[20, 97]","[30, 102]","[40, 109]","[50, 100]","[60, 100]","[70, 119]"
"[14.387019153830616, 102.26503489585383]","[52.1917877178713, 128.21922660294672]","[0, 102]","[10, 98]","[20, 97]","[30, 96]","[40, 112]","[50, 101]","[60, 97]","[70, 122]"
"[14.618671801562744, 103.31126422467722]","[52.76340141078978, 121.23078043975605]","[0, 108]","[10, 101]","[20, 97]","[30, 97]","[40, 112]","[50, 99]","[60, 96]","[70, 115]"
"[14.730925968996702, 104.3386705203904]","[52.329354753455604, 127.22873379712615]","[0, 115]","[10, 99]","[20, 98]","[30, 98]","[40, 112]","[50, 100]","[60, 99]","[70, 121]"
"[14.659395020198794, 105.33882579141081]","[52.28910881301802, 127.22313796391232]","[0, 112]","[10, 103]","[20, 98]","[30, 99]","[40, 113]","[50, 100]","[60, 97]","[70, 121]"
"[13.912478565200969, 107.25014697453341]","[52.70275526893015, 124.2517920476909]","[0, 107]","[10, 97]","[20, 95]","[30, 101]","[40, 114]","[50, 99]","[60, 100]","[70, 118]"
"[14.546441685570317, 104.31150493354039]","[51.847644301196034, 132.20966135118346]","[0, 108]","[10, 99]","[20, 100]","[30, 98]","[40, 113]","[50, 100]","[60, 98]","[70, 126]"
"[14.616570250717503, 102.29981716503113]","[52.24158977453611, 125.19681052173406]","[0, 106]","[10, 102]","[20, 95]","[30, 96]","[40, 111]","[50, 97]","[60, 96]","[70, 119]"
"[14.655921427908488, 103.31680246770208]","[52.42275748046966, 124.21249226242111]","[0, 110]","[10, 100]","[20, 97]","[30, 97]","[40, 111]","[50, 98]","[60, 97]","[70, 118]"
"[14.099694941512858, 106.26703477412937]","[52.52511294761758, 125.2366992666605]","[0, 105]","[10, 101]","[20, 95]","[30, 100]","[40, 113]","[50, 101]","[60, 97]","[70, 119]"
"[14.478393564359212, 106.32300939025366]","[52.52511294761758, 125.2366992666605]","[0, 113]","[10, 100]","[20, 98]","[30, 100]","[40, 113]","[50, 100]","[60, 98]","[70, 119]"
"[14.241924398095751, 104.2659379406135]","[52.40471521454362, 125.21983864303142]","[0, 101]","[10, 102]","[20, 96]","[30, 98]","[40, 110]","[50, 99]","[60, 99]","[70, 119]"
"[14.117629229298988, 103.2354241493656]","[52.323533892246815, 125.20840644881933]","[0, 96]","[10, 99]","[20, 98]","[30, 97]","[40, 109]","[50, 98]","[60, 99]","[70, 119]"
"[14.652437324287039, 101.29390316801273]","[52.11052428753377, 128.20791380101096]","[0, 102]","[10, 102]","[20, 97]","[30, 95]","[40, 112]","[50, 99]","[60, 97]","[70, 122]"
"[14.471411448849167, 104.30036163287762]","[52.60311266643128, 123.22804422338551]","[0, 109]","[10, 99]","[20, 97]","[30, 98]","[40, 108]","[50, 100]","[60, 100]","[70, 117]"
"[14.518372696273051, 107.33928236970178]","[52.92208416737564, 121.25323612173985]","[0, 113]","[10, 103]","[20, 99]","[30, 101]","[40, 113]","[50, 100]","[60, 98]","[70, 115]"
"[14.324151685971653, 105.28946002675737]","[52.72221211330701, 125.26404332013911]","[0, 111]","[10, 96]","[20, 97]","[30, 99]","[40, 116]","[50, 101]","[60, 99]","[70, 119]"
"[14.471411448849167, 104.30036163287762]","[52.329354753455604, 127.22873379712615]","[0, 106]","[10, 99]","[20, 100]","[30, 98]","[40, 113]","[50, 100]","[60, 98]","[70, 121]"
"[14.581241935722666, 103.30568434206442]","[52.939700849447, 122.26548447120636]","[0, 103]","[10, 101]","[20, 101]","[30, 97]","[40, 112]","[50, 102]","[60, 100]","[70, 116]"
"[14.291301977945503, 106.2955270542725]","[52.56487283147206, 125.24224070767646]","[0, 107]","[10, 101]","[20, 98]","[30, 100]","[40, 112]","[50, 103]","[60, 97]","[70, 119]"
"[14.471411448849167, 104.30036163287762]","[52.6236617248925, 124.24075564936523]","[0, 109]","[10, 99]","[20, 97]","[30, 98]","[40, 112]","[50, 100]","[60, 99]","[70, 118]"
"[14.209159105654537, 105.27227477615071]","[52.323533892246815, 125.20840644881933]","[0, 106]","[10, 99]","[20, 96]","[30, 99]","[40, 112]","[50, 98]","[60, 96]","[70, 119]"
"[14.324151685971653, 105.28946002675737]","[53.00034282487716, 121.26423668561773]","[0, 104]","[10, 100]","[20, 100]","[30, 99]","[40, 113]","[50, 101]","[60, 99]","[70, 115]"
"[13.843149332959861, 108.25090634104554]","[52.702985214215815, 122.23222091570152]","[0, 108]","[10, 95]","[20, 97]","[30, 102]","[40, 111]","[50, 100]","[60, 97]","[70, 116]"
"[14.319162458621237, 104.27757863840837]","[52.702985214215815, 122.23222091570152]","[0, 110]","[10, 98]","[20, 93]","[30, 98]","[40, 113]","[50, 98]","[60, 97]","[70, 116]"
"[14.509017912123428, 104.3059532841905]","[52.82215773408995, 122.24902544239858]","[0, 112]","[10, 97]","[20, 97]","[30, 98]","[40, 113]","[50, 101]","[60, 97]","[70, 116]"
"[14.839588057628607, 101.32208252498502]","[52.46692297018031, 126.23824310690321]","[0, 112]","[10, 98]","[20, 96]","[30, 95]","[40, 112]","[50, 101]","[60, 99]","[70, 120]"
"[14.399892606925881, 105.30070832343742]","[52.299990821501744, 124.19505701629058]","[0, 110]","[10, 101]","[20, 95]","[30, 99]","[40, 109]","[50, 99]","[60, 95]","[70, 118]"
"[14.391360579918773, 103.27717033201327]","[52.762174228542456, 123.25039496766688]","[0, 109]","[10, 96]","[20, 95]","[30, 97]","[40, 112]","[50, 99]","[60, 101]","[70, 117]"
"[14.319162458621237, 104.27757863840837]","[52.382027814280214, 124.20672104295377]","[0, 105]","[10, 100]","[20, 96]","[30, 98]","[40, 111]","[50, 98]","[60, 96]","[70, 118]"
"[14.69437768011493, 104.33331406535339]","[52.30619699231084, 126.21581453513788]","[0, 109]","[10, 104]","[20, 98]","[30, 98]","[40, 110]","[50, 102]","[60, 96]","[70, 120]"
"[14.429707745774087, 103.28295316332299]","[51.98726891353847, 128.19065494521058]","[0, 106]","[10, 99]","[20, 96]","[30, 97]","[40, 110]","[50, 99]","[60, 96]","[70, 122]"
